Datetime, ECGRaw , AvgECG , ampECG , MAX , GSRRaw , Resistance , GSR(kohm) , SCL , GSRRMS , GSRMAV , EMGRaw , EMGRMS , EMGMAV , EMGVAR , EMGSSI , IEMG , AccX , AccY, AccZ , GyroX , GyroY , GyroZ , Aroll , Apitch , Groll , Gpitch, Gyaw , Combroll , Combpitch,Features,
11:38.3,474,460,690,556,443,1.31,763.79,2.17,20724.3,443,149,148.41,148,22024,130559,885,0.73,0.72,0.12,-3.6,1.27,-6.93,43.64,-43.46,-13.46,-10.32,-37.68,-11.17,-11.65,Left Fall while Standing,
11:38.4,525,462,693,556,444,1.3,766.84,2.17,20724.3,443,149,148.41,148,22024,152760,1034,0.69,0.71,0.07,-6.93,5.37,-12.11,45.31,-42.24,-14.1,-9.98,-38.82,-11.73,-11.27,Left Fall while Standing,
11:38.5,518,464,696,556,443,1.31,763.79,2.17,20724.3,443,144,148.41,148,22024,173496,1178,0.68,0.7,0.09,-4.44,0.06,-5.69,45.07,-42.31,-14.49,-10.18,-39.31,-12.11,-11.46,Left Fall while Standing,
11:38.6,540,467,700.5,556,443,1.31,763.79,2.17,20724.3,443,149,148.41,148,22024,195697,1327,0.68,0.72,0.06,-4.13,-7.74,-6.3,46.03,-41.6,-14.85,-11.17,-39.87,-12.42,-12.39,Left Fall while Standing,
11:38.7,478,467,700.5,556,444,1.3,766.84,2.17,20724.3,443,145,147.21,147,21671,0,0,0.66,0.73,0.09,-0.47,0,-8.87,47.12,-40.29,-14.85,-11.37,-40.67,-12.37,-12.53,Left Fall while Standing,
11:38.8,472,467,700.5,556,443,1.31,763.79,2.17,20724.3,443,145,147.21,147,21671,21025,145,0.65,0.74,0.09,-3.31,4.93,-7.53,47.62,-39.79,-15.12,-11.07,-41.35,-12.61,-12.22,Left Fall while Standing,
11:38.9,491,468,702,556,444,1.3,766.84,2.17,20724.3,443,145,147.21,147,21671,42050,290,0.64,0.72,0.07,0.77,3.06,-7.24,47.69,-39.83,-14.99,-10.97,-42.01,-12.48,-12.12,Left Fall while Standing,
11:39.0,530,470,705,556,443,1.31,763.79,2.17,20724.3,443,145,147.21,147,21671,63075,435,0.65,0.74,0.08,-0.34,-2.34,-7.22,47.95,-39.5,-14.97,-11.4,-42.65,-12.45,-12.52,Left Fall while Standing,
11:39.1,520,472,708,556,443,1.31,763.79,2.17,20724.3,443,149,147.21,147,21671,85276,584,0.61,0.75,0.08,0.69,8.52,-8.18,50.32,-37.13,-14.84,-10.75,-43.39,-12.24,-11.8,Left Fall while Standing,
11:39.2,505,473,709.5,556,443,1.31,763.79,2.17,20724.3,443,145,147.21,147,21671,106301,729,0.6,0.76,0.1,-0.1,1.31,-6.31,50.89,-36.27,-14.8,-10.82,-43.95,-12.17,-11.84,Left Fall while Standing,
11:39.3,537,474,711,556,443,1.31,763.79,2.17,20724.3,443,145,147.21,147,21671,127326,874,0.61,0.75,0.13,-1.56,7.8,-7.79,49.81,-36.98,-14.9,-10.24,-44.65,-12.31,-11.31,Left Fall while Standing,
11:39.4,481,475,712.5,556,444,1.3,766.84,2.17,20724.3,443,145,147.21,147,21671,148351,1019,0.6,0.78,0.11,-5.21,4.65,-7.93,51.4,-35.67,-15.37,-9.97,-45.38,-12.7,-11,Left Fall while Standing,
11:39.5,479,475,712.5,556,443,1.31,763.79,2.17,20724.3,443,145,147.21,147,21671,169376,1164,0.59,0.77,0.08,-2.38,3.5,-9.15,52.05,-35.36,-15.55,-9.82,-46.21,-12.85,-10.84,Left Fall while Standing,
11:39.6,502,475,712.5,556,443,1.31,763.79,2.17,20724.3,443,145,147.21,147,21671,190401,1309,0.57,0.79,0.11,-1.54,-1.24,-5.89,53.3,-33.77,-15.65,-10.15,-46.73,-12.89,-11.09,Left Fall while Standing,
11:39.7,541,477,715.5,556,444,1.3,766.84,2.17,20724.3,443,145,145.4,145,21141,0,0,0.56,0.81,0.12,-0.31,8.47,-10.18,54.04,-32.86,-15.63,-9.5,-47.67,-12.84,-10.43,Left Fall while Standing,
11:39.8,531,478,717,556,443,1.31,763.79,2.17,20724.3,443,144,145.4,145,21141,20736,144,0.56,0.81,0.12,-4.9,3.56,-11.56,54.42,-32.56,-16.06,-9.34,-48.75,-13.24,-10.27,Left Fall while Standing,
11:39.9,516,479,718.5,556,443,1.31,763.79,2.17,20724.3,443,144,145.4,145,21141,41472,288,0.54,0.81,0.12,-5.37,0.25,-5.11,54.87,-31.99,-16.55,-9.52,-49.18,-13.69,-10.42,Left Fall while Standing,
11:40.0,506,480,720,556,443,1.31,763.79,2.17,20724.3,443,144,145.4,145,21141,62208,432,0.55,0.81,0.12,-4.31,5.96,-2.52,54.9,-31.98,-16.93,-9.12,-49.36,-14.05,-10.03,Left Fall while Standing,
11:40.1,510,481,721.5,556,443,1.31,763.79,2.17,20724.3,443,147,145.4,145,21141,83817,579,0.55,0.81,0.11,-2.89,1.67,-3.2,54.97,-32.07,-17.16,-9.15,-49.6,-14.27,-10.07,Left Fall while Standing,
11:40.2,498,481,721.5,556,443,1.31,763.79,2.17,20724.3,443,148,145.4,145,21141,105721,727,0.54,0.81,0.12,-3.67,0.01,-1.83,55.19,-31.75,-17.47,-9.35,-49.7,-14.56,-10.25,Left Fall while Standing,
11:40.3,490,481,721.5,556,444,1.3,766.84,2.17,20724.3,443,148,145.4,145,21141,127625,875,0.52,0.81,0.1,-2.82,1.92,-0.56,56.15,-31.03,-17.7,-9.36,-49.68,-14.75,-10.23,Left Fall while Standing,
11:40.4,492,481,721.5,556,443,1.31,763.79,2.17,20724.3,443,144,145.4,145,21141,148361,1019,0.53,0.82,0.11,-3.05,-1.21,-2.16,55.88,-31.2,-17.95,-9.68,-49.81,-14.99,-10.54,Left Fall while Standing,
11:40.6,515,482,723,556,443,1.31,763.79,2.17,20724.3,443,144,145.4,145,21141,169097,1163,0.52,0.8,0.1,-2.93,3.74,-0.94,55.87,-31.24,-18.19,-9.5,-49.83,-15.23,-10.37,Left Fall while Standing,
11:40.6,513,483,724.5,556,443,1.31,763.79,2.17,20724.3,443,144,145.4,145,21141,189833,1307,0.53,0.81,0.1,-3.32,0.5,0.02,55.71,-31.46,-18.47,-9.65,-49.75,-15.5,-10.52,Left Fall while Standing,
11:40.8,499,483,724.5,556,443,1.31,763.79,2.17,20724.3,443,147,145.41,145,21143,0,0,0.54,0.82,0.11,-3.47,-1.26,0.24,55.41,-31.69,-18.75,-9.98,-49.65,-15.79,-10.84,Left Fall while Standing,
11:40.8,490,483,724.5,556,443,1.31,763.79,2.17,20724.3,443,144,145.41,145,21143,20736,144,0.54,0.81,0.09,-2.73,0.99,0.85,55.25,-32.03,-18.97,-10.08,-49.48,-16,-10.95,Left Fall while Standing,
11:41.0,485,483,724.5,556,443,1.31,763.79,2.17,20724.3,443,144,145.41,145,21143,41472,288,0.54,0.8,0.1,-0.47,0.85,1.12,55.09,-32.1,-18.96,-10.19,-49.29,-16,-11.07,Left Fall while Standing,
11:41.0,476,483,724.5,556,443,1.31,763.79,2.17,20724.3,443,147,145.41,145,21143,63081,435,0.54,0.79,0.13,-1.6,0.82,0.54,54.31,-32.5,-19.07,-10.31,-49.16,-16.13,-11.2,Left Fall while Standing,
11:41.2,457,483,724.5,556,443,1.31,763.79,2.17,20724.3,443,144,145.41,145,21143,83817,579,0.56,0.8,0.12,-2.52,-1.61,5.18,53.98,-33,-19.26,-10.67,-48.55,-16.34,-11.57,Left Fall while Standing,
11:41.3,421,481,721.5,556,444,1.3,766.84,2.17,20724.3,443,147,145.41,145,21143,105426,726,0.57,0.79,0.11,-1.31,5.47,11.94,53.02,-34.02,-19.34,-10.32,-47.27,-16.45,-11.27,Left Fall while Standing,
11:41.4,415,480,720,556,443,1.31,763.79,2.17,20724.3,443,144,145.41,145,21143,126162,870,0.57,0.76,0.14,-1.3,3.67,17.57,51.67,-34.9,-19.41,-10.16,-45.43,-16.57,-11.15,Left Fall while Standing,
11:41.5,392,479,718.5,556,443,1.31,763.79,2.17,20724.3,443,144,145.41,145,21143,146898,1014,0.59,0.77,0.14,-0.74,3.71,14.24,51.23,-35.33,-19.43,-9.98,-43.9,-16.61,-11,Left Fall while Standing,
11:41.6,371,477,715.5,556,443,1.31,763.79,2.17,20724.3,443,147,145.41,145,21143,168507,1161,0.59,0.73,0.13,-4.98,-0.6,14.19,49.51,-37.18,-19.87,-10.24,-42.4,-17.1,-11.32,Left Fall while Standing,
11:41.7,350,475,712.5,556,443,1.31,763.79,2.17,20724.3,443,143,145.41,145,21143,188956,1304,0.64,0.71,0.16,-10.02,-3.97,21.5,46.58,-39.7,-20.83,-10.85,-40.15,-18.13,-12,Left Fall while Standing,
11:41.8,344,472,708,556,443,1.31,763.79,2.17,20724.3,443,147,145.11,145,21055,0,0,0.68,0.71,0.14,-4.23,0.6,17.59,44.68,-41.98,-21.2,-10.99,-38.29,-18.57,-12.23,Left Fall while Standing,
11:41.9,395,471,706.5,556,443,1.31,763.79,2.17,20724.3,443,143,145.11,145,21055,20449,143,0.71,0.67,0.14,-0.73,5.63,20.46,42.28,-44.46,-21.22,-10.62,-36.17,-18.68,-11.98,Left Fall while Standing,
11:42.0,423,470,705,556,443,1.31,763.79,2.17,20724.3,443,143,145.11,145,21055,40898,286,0.73,0.64,0.14,3.89,3.81,23.87,40.15,-46.53,-20.77,-10.44,-33.7,-18.34,-11.89,Left Fall while Standing,
11:42.1,378,469,703.5,556,443,1.31,763.79,2.17,20724.3,443,147,145.11,145,21055,62507,433,0.77,0.62,0.13,-0.59,-2.25,29.21,37.99,-48.86,-20.78,-10.87,-30.67,-18.43,-12.39,Left Fall while Standing,
11:42.2,425,468,702,556,443,1.31,763.79,2.17,20724.3,443,143,145.11,145,21055,82956,576,0.8,0.57,0.15,3.54,-5.29,32.05,34.04,-52.34,-20.36,-11.61,-27.36,-18.19,-13.24,Left Fall while Standing,
11:42.3,471,468,702,556,444,1.3,766.84,2.17,20724.3,443,147,145.11,145,21055,104565,723,0.81,0.52,0.12,5.08,9.87,33.66,31.82,-55.06,-19.79,-10.81,-23.88,-17.73,-12.58,Left Fall while Standing,
11:42.4,510,469,703.5,556,443,1.31,763.79,2.17,20724.3,443,143,145.11,145,21055,125014,866,0.88,0.52,0,2.89,9.55,27,29.91,-57.93,-19.44,-10.05,-21.07,-17.47,-11.97,Left Fall while Standing,
11:42.5,522,470,705,556,444,1.3,766.84,2.17,20724.3,443,143,145.11,145,21055,145463,1009,0.84,0.44,0.15,2.24,11.6,26.57,26.57,-59.58,-19.16,-9.09,-18.33,-17.33,-11.11,Left Fall while Standing,
11:42.6,534,470,705,556,443,1.31,763.79,2.17,20724.3,443,143,145.11,145,21055,165912,1152,0.86,0.4,0.16,5.97,6.71,21.63,23.93,-61.78,-18.5,-8.61,-16.05,-16.8,-10.74,Left Fall while Standing,
11:42.7,558,472,708,558,443,1.31,763.79,2.17,20724.3,443,143,145.11,145,21055,186361,1295,0.91,0.37,0.17,-0.07,4.96,21.54,21.26,-64.19,-18.45,-8.32,-13.81,-16.86,-10.55,Left Fall while Standing,
11:42.8,551,473,709.5,558,444,1.3,766.84,2.17,20724.3,443,143,143.81,143,20680,0,0,0.91,0.31,0.13,4.85,4.26,26.67,18.05,-68.19,-17.91,-8.09,-11.09,-16.47,-10.5,Left Fall while Standing,
11:42.9,557,474,711,558,443,1.31,763.79,2.17,20724.3,443,143,143.81,143,20680,20449,143,0.95,0.28,0.18,-4.02,-6.11,25.02,15.83,-68.78,-18.26,-8.91,-8.49,-16.9,-11.31,Left Fall while Standing,
11:43.0,590,476,714,590,443,1.31,763.79,2.17,20724.3,443,143,143.81,143,20680,40898,286,0.99,0.27,0.15,-4.07,1.31,23.1,14.37,-71.18,-18.61,-8.98,-6.1,-17.29,-11.47,Left Fall while Standing,
11:43.1,621,478,717,621,444,1.3,766.84,2.17,20724.3,443,143,143.81,143,20680,61347,429,0.98,0.21,0.13,-3.21,0.6,25.95,11.65,-74.02,-18.88,-9.12,-3.42,-17.66,-11.72,Left Fall while Standing,
11:43.2,598,479,718.5,621,443,1.31,763.79,2.17,20724.3,443,143,143.81,143,20680,81796,572,0.98,0.19,0.19,-1.6,0.07,16.71,10.26,-73.23,-18.98,-9.32,-1.66,-17.81,-11.87,Left Fall while Standing,
11:43.3,571,481,721.5,621,443,1.31,763.79,2.17,20724.3,443,146,143.81,143,20680,103112,718,0.98,0.15,0.18,-0.66,2.05,8.15,7.7,-74.99,-18.99,-9.31,-0.76,-17.92,-11.94,Left Fall while Standing,
11:43.4,548,481,721.5,621,443,1.31,763.79,2.17,20724.3,443,143,143.81,143,20680,123561,861,1.04,0.12,0.13,0.06,1.96,3.94,5.98,-78.62,-18.93,-9.31,-0.29,-17.93,-12.09,Left Fall while Standing,
11:43.5,519,482,723,621,444,1.3,766.84,2.17,20724.3,443,147,143.81,143,20680,145170,1008,0.99,0.12,0.17,-0.76,9.6,-0.77,6.51,-76.45,-18.95,-8.55,-0.29,-17.93,-11.26,Left Fall while Standing,
11:43.6,493,482,723,621,443,1.31,763.79,2.17,20724.3,443,146,143.81,143,20680,166486,1154,1,0.14,0.17,-6.01,4.62,-0.32,7.05,-76.03,-19.5,-8.28,-0.24,-18.43,-10.99,Left Fall while Standing,
11:43.7,402,481,721.5,621,443,1.31,763.79,2.17,20724.3,443,143,143.81,143,20680,186935,1297,0.97,0.13,0.17,-11.4,-11.5,-4.14,6.71,-76.17,-20.59,-9.65,-0.58,-19.5,-12.31,Left Fall while Standing,
11:43.8,438,481,721.5,621,443,1.31,763.79,2.17,20724.3,443,146,144.31,144,20824,0,0,1.04,0.17,0.19,-5.44,7.33,-0.34,8.79,-74.42,-21.07,-9.12,-0.54,-19.88,-11.73,Left Fall while Standing,
11:49.2,530,530,795,530,443,1.31,763.79,2.17,0,0,141,0,0,0,40330,284,1,-0.13,0.04,-0.6,7.96,3.3,-7.93,-80.72,-0.49,0.6,1.64,-0.78,-2.65,Right Fall while Standing,
11:49.3,474,502,753,530,443,1.31,763.79,2.17,0,0,142,0,0,0,60494,426,1.03,-0.15,0.08,-1,-4.82,4.28,-8.8,-79.09,-0.53,-0.06,2.13,-0.86,-3.22,Right Fall while Standing,
11:49.4,468,490,735,530,442,1.31,760.76,2.16,0,0,141,0,0,0,80375,567,1.01,-0.16,0.05,-1.93,0.33,5.76,-9.63,-78.85,-0.66,-0.22,2.76,-1.02,-3.37,Right Fall while Standing,
11:49.5,486,489,733.5,530,442,1.31,760.76,2.16,0,0,141,0,0,0,100256,708,0.96,-0.19,0.05,-1.95,-0.95,12.31,-11.57,-76.98,-0.8,-0.51,4.03,-1.23,-3.57,Right Fall while Standing,
11:49.6,536,498,747,536,443,1.31,763.79,2.17,0,0,141,0,0,0,120137,849,0.97,-0.2,0.08,-4.3,2.84,7.56,-12.32,-75.89,-1.17,-0.42,4.86,-1.61,-3.44,Right Fall while Standing,
11:49.7,527,503,754.5,536,443,1.31,763.79,2.17,0,0,142,0,0,0,140301,991,0.97,-0.2,0.07,-2.69,0.42,5.5,-12.36,-75.98,-1.37,-0.58,5.47,-1.81,-3.59,Right Fall while Standing,
11:49.8,573,513,769.5,573,443,1.31,763.79,2.17,0,0,142,0,0,0,160465,1133,0.99,-0.23,0.08,-4.56,0.42,7.45,-13.74,-74.45,-1.77,-0.73,6.28,-2.25,-3.68,Right Fall while Standing,
11:49.9,529,515,772.5,573,443,1.31,763.79,2.17,0,0,140,0,0,0,180065,1273,1,-0.26,0.09,-2.31,4.53,8.6,-15.19,-72.96,-1.94,-0.48,7.2,-2.47,-3.38,Right Fall while Standing,
11:50.0,488,512,768,573,443,1.31,763.79,2.17,20724.29,442,143,141.6,141,20050,0,0,1,-0.27,0.07,-8.08,-5.31,15.44,-15.56,-72.86,-2.67,-1.2,8.79,-3.19,-4.07,Right Fall while Standing,
11:50.1,501,511,766.5,573,443,1.31,763.79,2.17,20724.29,442,140,141.6,141,20050,19600,140,0.98,-0.28,0.05,-6.22,2.76,18.6,-16.69,-72.07,-3.24,-1.12,10.73,-3.78,-3.96,Right Fall while Standing,
11:50.2,525,512,768,573,444,1.3,766.84,2.17,20724.29,442,144,141.6,141,20050,40336,284,1,-0.31,0.09,-6.31,-3.62,14.27,-17.49,-70.81,-3.82,-1.69,12.25,-4.37,-4.46,Right Fall while Standing,
11:50.3,526,513,769.5,573,443,1.31,763.79,2.17,20724.29,442,143,141.6,141,20050,60785,427,0.96,-0.35,0.06,-1.98,2.79,16.47,-20.55,-68.15,-3.96,-1.61,13.97,-4.63,-4.27,Right Fall while Standing,
11:50.4,517,513,769.5,573,443,1.31,763.79,2.17,20724.29,442,144,141.6,141,20050,81521,571,0.93,-0.39,0.06,-1.46,3.92,16.53,-23.52,-65.24,-4.05,-1.42,15.71,-4.83,-3.97,Right Fall while Standing,
11:50.5,587,519,778.5,587,443,1.31,763.79,2.17,20724.29,442,141,141.6,141,20050,101402,712,0.92,-0.43,0.06,-2.42,2.43,12.53,-25.48,-63.27,-4.24,-1.38,17.05,-5.09,-3.85,Right Fall while Standing,
11:50.6,483,516,774,587,443,1.31,763.79,2.17,20724.29,442,144,141.6,141,20050,122138,856,0.92,-0.44,0.04,0.24,1.82,9.73,-25.99,-62.89,-4.16,-1.4,18.11,-5.03,-3.86,Right Fall while Standing,
11:50.7,493,515,772.5,587,443,1.31,763.79,2.17,20724.29,442,144,141.6,141,20050,142874,1000,0.91,-0.47,0.07,-0.44,-1.32,9.71,-27.71,-60.92,-4.15,-1.72,19.14,-5.09,-4.09,Right Fall while Standing,
11:50.8,504,514,771,587,443,1.31,763.79,2.17,20724.29,442,144,141.6,141,20050,163610,1144,0.85,-0.49,0.06,2.34,-0.31,8.05,-30.55,-58.22,-3.85,-1.96,20.05,-4.92,-4.21,Right Fall while Standing,
11:50.9,496,513,769.5,587,443,1.31,763.79,2.17,20724.29,442,144,141.6,141,20050,184346,1288,0.9,-0.51,0.07,0.21,-5.34,1.33,-30.13,-58.55,-3.78,-2.69,20.26,-4.83,-4.92,Right Fall while Standing,
11:51.0,547,515,772.5,587,442,1.31,760.76,2.16,20724.3,443,144,143.21,143,20507,0,0,0.87,-0.53,0.03,-1.71,-0.66,6.2,-31.87,-57.05,-3.89,-2.95,20.95,-5.01,-5.11,Right Fall while Standing,
11:51.1,657,522,783,657,444,1.3,766.84,2.17,20724.3,443,140,143.21,143,20507,19600,140,0.87,-0.55,0.06,-0.69,-0.08,7.88,-32.82,-55.98,-3.9,-3.16,21.82,-5.06,-5.27,Right Fall while Standing,
11:51.2,452,519,778.5,657,443,1.31,763.79,2.17,20724.3,443,144,143.21,143,20507,40336,284,0.89,-0.56,0.02,2.2,0.15,10.42,-33.04,-55.94,-3.63,-3.35,22.94,-4.81,-5.45,Right Fall while Standing,
11:51.3,454,516,774,657,443,1.31,763.79,2.17,20724.3,443,140,143.21,143,20507,59936,424,0.85,-0.58,0.05,2,-0.34,8.58,-35.04,-53.81,-3.38,-3.58,23.87,-4.64,-5.59,Right Fall while Standing,
11:51.4,452,513,769.5,657,443,1.31,763.79,2.17,20724.3,443,145,143.21,143,20507,80961,569,0.86,-0.58,0.06,-2.98,-1.8,11.94,-34.44,-54.33,-3.62,-3.96,25.16,-4.85,-5.98,Right Fall while Standing,
11:51.5,416,509,763.5,657,443,1.31,763.79,2.17,20724.3,443,141,143.21,143,20507,100842,710,0.84,-0.59,0.03,-8.63,-8.15,6.92,-35.31,-53.64,-4.43,-4.98,25.93,-5.66,-6.92,Right Fall while Standing,
11:51.6,363,503,754.5,657,441,1.32,757.73,2.16,20724.3,443,141,143.21,143,20507,120723,851,0.87,-0.6,0.01,-0.21,-0.89,3.05,-35.29,-53.7,-4.39,-5.27,26.31,-5.63,-7.2,Right Fall while Standing,
11:51.7,365,498,747,657,443,1.31,763.79,2.17,20724.3,443,142,143.21,143,20507,140887,993,0.85,-0.61,0.02,-1.33,-5.63,-0.91,-36.14,-52.84,-4.47,-6.04,26.3,-5.74,-7.91,Right Fall while Standing,
11:51.8,291,490,735,657,443,1.31,763.79,2.17,20724.3,443,142,143.21,143,20507,161051,1135,0.83,-0.62,0,-1.82,-2.7,2.34,-37.68,-51.32,-4.6,-6.51,26.61,-5.92,-8.3,Right Fall while Standing,
11:51.9,273,482,723,657,443,1.31,763.79,2.17,20724.3,443,145,143.21,143,20507,182076,1280,0.84,-0.64,0.02,2.24,6.51,2.95,-37.72,-51.25,-4.32,-6.05,26.99,-5.65,-7.86,Right Fall while Standing,
11:52.0,290,475,712.5,657,443,1.31,763.79,2.17,20724.29,442,143,142.31,142,20251,0,0,0.84,-0.65,0.04,-1.81,5.39,4.21,-38.11,-50.81,-4.44,-5.72,27.49,-5.79,-7.52,Right Fall while Standing,
11:52.1,351,471,706.5,657,443,1.31,763.79,2.17,20724.29,442,143,142.31,142,20251,20449,143,0.83,-0.65,0.06,-5.94,2.44,3.72,-38.72,-50.06,-4.97,-5.67,27.93,-6.32,-7.45,Right Fall while Standing,
11:52.2,375,468,702,657,443,1.31,763.79,2.17,20724.29,442,146,142.31,142,20251,41765,289,0.81,-0.66,0.03,-5.92,-1.73,5.65,-39.7,-49.24,-5.51,-6.04,28.58,-6.88,-7.77,Right Fall while Standing,
11:52.3,407,466,699,657,443,1.31,763.79,2.17,20724.29,442,143,142.31,142,20251,62214,432,0.82,-0.64,0.04,-5.79,-2.79,0.98,-38.44,-50.45,-6.04,-6.53,28.76,-7.33,-8.28,Right Fall while Standing,
11:52.4,463,466,699,657,443,1.31,763.79,2.17,20724.29,442,143,142.31,142,20251,82663,575,0.79,-0.65,-0.03,-4.3,-4.4,-0.24,-40.08,-48.87,-6.41,-7.17,28.81,-7.76,-8.84,Right Fall while Standing,
11:52.5,566,469,703.5,657,443,1.31,763.79,2.17,20724.29,442,144,142.31,142,20251,103399,719,0.82,-0.66,0.02,-5.84,-3.04,-3.89,-39.59,-49.38,-6.95,-7.68,28.5,-8.25,-9.34,Right Fall while Standing,
11:52.6,857,480,720,857,444,1.3,766.84,2.17,20724.29,442,149,142.31,142,20251,125600,868,0.81,-0.66,-0.02,-3.08,-3.54,-4.31,-39.66,-49.33,-7.2,-8.23,28.15,-8.5,-9.87,Right Fall while Standing,
11:52.7,599,483,724.5,857,443,1.31,763.79,2.17,20724.29,442,149,142.31,142,20251,147801,1017,0.81,-0.65,0,-1.24,-3.09,-1.78,-39.35,-49.65,-7.27,-8.74,28.05,-8.55,-10.38,Right Fall while Standing,
11:52.8,632,487,730.5,857,445,1.3,769.9,2.17,20724.29,442,144,142.31,142,20251,168537,1161,0.81,-0.65,-0.04,-2.63,-3.92,-2.08,-39.03,-49.9,-7.48,-9.34,27.92,-8.74,-10.97,Right Fall while Standing,
11:52.9,656,492,738,857,444,1.3,766.84,2.17,20724.29,442,144,142.31,142,20251,189273,1305,0.8,-0.66,-0.03,-1.5,2.15,-1.62,-40.16,-48.8,-7.57,-9.33,27.83,-8.87,-10.91,Right Fall while Standing,
11:53.0,660,496,744,857,444,1.3,766.84,2.17,9.17,443,144,144.91,144,20999,0,0,0.73,-0.67,0.06,-2.6,-1.45,-1.64,-42.88,-45.94,-7.77,-9.67,27.75,-9.18,-11.12,Right Fall while Standing,
11:53.1,640,500,750,857,443,1.31,763.79,2.17,9.17,443,146,144.91,144,20999,21316,146,0.76,-0.66,-0.01,1.43,4.35,-1.76,-41.7,-47.3,-7.57,-9.43,27.65,-8.94,-10.95,Right Fall while Standing,
11:53.2,633,503,754.5,857,443,1.31,763.79,2.17,9.17,443,144,144.91,144,20999,42052,290,0.78,-0.65,-0.02,-2.56,0.5,-3.32,-40.32,-48.66,-7.77,-9.58,27.4,-9.08,-11.15,Right Fall while Standing,
11:53.3,662,507,760.5,857,444,1.3,766.84,2.17,9.17,443,144,144.91,144,20999,62788,434,0.79,-0.65,-0.01,-3.31,1.45,-5.69,-39.73,-49.26,-8.05,-9.64,26.92,-9.31,-11.22,Right Fall while Standing,
11:53.4,642,510,765,857,443,1.31,763.79,2.17,9.17,443,144,144.91,144,20999,83524,578,0.78,-0.65,-0.02,-1.32,1.37,-3.21,-40.38,-48.6,-8.12,-9.7,26.67,-9.41,-11.26,Right Fall while Standing,
11:53.5,589,512,768,857,443,1.31,763.79,2.17,9.17,443,147,144.91,144,20999,105133,725,0.78,-0.66,0,-0.76,-1.15,-1.95,-40.73,-48.27,-8.14,-10.01,26.56,-9.45,-11.54,Right Fall while Standing,
11:53.6,605,514,771,857,443,1.31,763.79,2.17,9.17,443,148,144.91,144,20999,127037,873,0.79,-0.66,-0.01,-1.6,-2.58,-3.43,-40.32,-48.67,-8.25,-10.47,26.29,-9.53,-12,Right Fall while Standing,
11:53.7,609,516,774,857,443,1.31,763.79,2.17,9.17,443,149,144.91,144,20999,149238,1022,0.79,-0.64,0.02,2.4,5.71,-17.08,-39.25,-49.72,-7.95,-10.1,24.65,-9.2,-11.68,Right Fall while Standing,
11:53.8,593,517,775.5,857,443,1.31,763.79,2.17,9.17,443,145,144.91,144,20999,170263,1167,0.75,-0.62,0.04,-4.74,8.13,-13.91,-40.07,-48.85,-8.37,-9.48,23.34,-9.63,-11.06,Right Fall while Standing,
11:53.9,560,518,777,857,443,1.31,763.79,2.17,9.17,443,149,144.91,144,20999,192464,1316,0.85,-0.6,0.03,-5.98,1.84,-15.08,-35.52,-53.41,-8.91,-9.5,21.91,-9.97,-11.26,Right Fall while Standing,
11:54.0,552,519,778.5,857,443,1.31,763.79,2.17,20724.3,443,149,146.51,146,21465,0,0,0.86,-0.57,-0.01,-3.61,-0.62,-10.93,-34.21,-54.79,-9.21,-9.76,20.89,-10.21,-11.56,Right Fall while Standing,
11:54.1,575,520,780,857,443,1.31,763.79,2.17,20724.3,443,149,146.51,146,21465,22201,149,0.84,-0.53,-0.02,1.85,8.11,-14.89,-32.76,-56.22,-8.97,-9.14,19.47,-9.92,-11.03,Right Fall while Standing,
11:54.2,513,520,780,857,443,1.31,763.79,2.17,20724.3,443,148,146.51,146,21465,44105,297,0.91,-0.51,-0.01,-0.76,10.23,-24.22,-29.89,-59.1,-8.99,-8.32,17.13,-9.83,-10.35,Right Fall while Standing,
11:54.3,492,519,778.5,857,443,1.31,763.79,2.17,20724.3,443,148,146.51,146,21465,66009,445,0.91,-0.5,0.01,-5.44,0.66,-25.91,-29.3,-59.69,-9.48,-8.46,14.59,-10.28,-10.51,Right Fall while Standing,
11:54.4,508,519,778.5,857,443,1.31,763.79,2.17,20724.3,443,145,146.51,146,21465,87034,590,0.93,-0.46,0.02,1.02,0.98,-26.95,-27.17,-61.79,-9.32,-8.56,11.97,-10.04,-10.69,Right Fall while Standing,
11:54.5,537,519,778.5,857,444,1.3,766.84,2.17,20724.3,443,149,146.51,146,21465,109235,739,0.94,-0.43,-0.01,-4.23,1.92,-20.79,-25.19,-63.8,-9.7,-8.57,9.93,-10.32,-10.78,Right Fall while Standing,
11:54.6,517,519,778.5,857,444,1.3,766.84,2.17,20724.3,443,149,146.51,146,21465,131436,888,0.93,-0.37,0.03,-4.53,5.99,-19.89,-22.1,-66.83,-10.1,-8.17,8.02,-10.58,-10.51,Right Fall while Standing,
11:54.7,497,519,778.5,857,443,1.31,763.79,2.17,20724.3,443,149,146.51,146,21465,153637,1037,0.89,-0.33,0.03,2.93,13.63,-26.86,-20.94,-68,-9.74,-6.99,5.39,-10.19,-9.43,Right Fall while Standing,
11:54.8,491,519,778.5,857,443,1.31,763.79,2.17,20724.3,443,145,146.51,146,21465,174662,1182,0.95,-0.3,0.06,3.47,2.46,-29.32,-18.17,-70.53,-9.34,-6.95,2.51,-9.69,-9.49,Right Fall while Standing,
